Symbol,Return [%],Buy & Hold Return [%],Max. Drawdown [%],Win Rate [%],Profit Factor,Sharpe Ratio,# Trades,Exposure Time [%]
AAPL,-65.74045180996629,126.9487834660194,-99.2818687127843,55.00000000000001,1.5951142473343256,-0.17217897649798314,20,15.352697095435685
MSFT,-66.0819383849077,114.22370701275997,-92.80492312186811,43.75,1.2612843381237366,-0.2580160411109752,16,9.54356846473029
GOOGL,-66.43275787612328,214.94146102861657,-91.06362560143842,50.0,1.6399804648175693,-0.14555842373438854,16,15.103734439834025
AMZN,-100.0,44.32490243123413,-100.0,35.714285714285715,0.7564446635960753,0.0,14,12.697095435684647
NVDA,-99.99526519259638,1174.213946921973,-99.99795607265098,30.0,0.6196069714166644,-0.27139700901772945,10,11.618257261410788
